"ID Rotulo","Referencia","Color","Tipo","Capas","Pedido","GramosGranel","JuegosGranel","FechaProducción","fechaIngreso"
"37067","A25-S","68","Diente","2C","11074","237","192.7","4/15/2024","6/20/2024 7:34"
"37244","A26-I","69","Diente","2C","11074","24","21.8","4/19/2024","6/20/2024 7:33"
"34946","34L-I","67","Muela","2C","11028","69","21.2","2/29/2024","6/20/2024 7:33"
"36096","A25-I","69","Diente","2C","11028","43","39.1","3/22/2024","6/20/2024 7:33"
"37547","A25-S","68","Diente","2C","11074","177","143.9","4/25/2024","6/20/2024 7:32"
"37474","A25-I","69","Diente","2C","11074","38","34.5","4/24/2024","6/20/2024 7:32"
"36124","A26-S","69","Diente","2C","11028","33","23.2","3/22/2024","6/20/2024 7:32"
"37319","A26-I","65","Diente","2C","11074","73","66.4","4/21/2024","6/20/2024 7:31"
"16768","A25-I","69","Diente","2C","10521","13","11.8","3/11/2023","6/20/2024 7:31"
"36169","A25-S","68","Diente","2C","11028","23","18.7","3/23/2024","6/20/2024 7:31"
"37390","A26-I","69","Diente","2C","11074","21","19.1","4/22/2024","6/20/2024 7:31"
"34912","A26-I","68","Diente","2C","11028","36","32.7","2/28/2024","6/20/2024 7:31"
"26285","A25-S","69","Diente","2C","10723","19","15.4","8/31/2023","6/20/2024 7:31"
"20403","A26-I","68","Diente","2C","10550","88","80","5/15/2023","6/20/2024 7:31"
"37382","A25-I","69","Diente","2C","11074","22","20","4/22/2024","6/20/2024 7:30"
"34911","A25-I","68","Diente","2C","11028","37","33.6","2/28/2024","6/20/2024 7:30"
"30200","A25-S","68","Diente","2C","10971","54","43.9","11/16/2023","6/20/2024 7:30"
"25423","137-I","67","Diente","2C","10727","36","26.1","8/14/2023","6/20/2024 7:30"
"20407","137-I","67","Diente","2C","10550","48","34.8","5/15/2023","6/20/2024 7:30"
"30653","A25-S","69","Diente","2C","10971","35","28.5","11/25/2023","6/20/2024 7:30"
"36097","A26-I","69","Diente","2C","11028","39","35.5","3/22/2024","6/20/2024 7:29"
"34950","A25-I","68","Diente","2C","11028","28","25.5","2/29/2024","6/20/2024 7:29"
"23060","136-S","67","Diente","2C","","46","24.6","6/28/2023","6/20/2024 7:29"
"30752","136-S","67","Diente","2C","10981","66","35.3","11/28/2023","6/20/2024 7:29"
"19935","137-S","A2","Diente","2C","10605","82","42.9","5/6/2023","6/20/2024 7:28"
"38220","S52-S","A1 PLUS","Diente","4C","11095","9","6.5","5/9/2024","6/20/2024 13:38"
"37676","136-S","67","Diente","2C","11074","94","50.3","4/28/2024","6/20/2024 7:27"
"36301","S52-S","A1 PLUS","Diente","4C","11053","17","12.3","3/25/2024","6/20/2024 14:12"
"37904","136-S","67","Diente","2C","11074","143","76.5","5/2/2024","6/20/2024 7:26"
"31185","S17-S","A1 PLUS","Diente","4C","10993","21","7.6","12/7/2023","6/20/2024 14:09"
"37675","135-S","67","Diente","2C","11074","59","36.9","4/28/2024","6/20/2024 7:26"
"36037","S52-S","A1 PLUS","Diente","4C","11053","58","42","3/21/2024","6/20/2024 13:37"
"37656","136-S","67","Diente","2C","11074","28","15","4/27/2024","6/20/2024 7:26"
"30132","268-I","66","Diente","2C","10971","24","14.5","11/14/2023","6/20/2024 7:25"
"36689","S52-S","A1 PLUS","Diente","4C","11078","10","7.2","4/6/2024","6/20/2024 13:40"
"14337","268-I","68","Diente","2C","","46","27.7","","6/20/2024 7:25"
"37716","2N-I","69","Diente","2C","11074","92","100","4/29/2024","6/20/2024 7:25"
"23626","268-I","68","Diente","2C","10677","53","31.9","7/11/2023","6/20/2024 7:25"
"37809","2N-I","69","Diente","2C","11074","182","197.8","5/1/2024","6/20/2024 7:25"
"37292","268-S","68","Diente","2C","11074","72","27.3","4/20/2024","6/20/2024 7:24"
"26078","2N-I","69","Diente","2C","10907","33","35.9","8/29/2023","6/20/2024 7:23"
"21459","30M-S","68","Muela","2C","10550","198","107","6/3/2023","6/20/2024 7:23"
"37370","2N-I","69","Diente","2C","11074","87","94.6","4/22/2024","6/20/2024 7:23"
"37657","137-S","67","Diente","2C","11074","25","13.1","4/27/2024","6/20/2024 7:23"
"37143","2N-S","69","Diente","2C","11074","27","20.8","4/16/2024","6/20/2024 7:23"
"4220","2N-I","69","Diente","2C","KELASI","25","27.2","9/1/2022","6/20/2024 7:23"
"37448","2N-I","69","Diente","2C","11074","18","19.6","4/23/2024","6/20/2024 7:22"
"25866","3D-I","67","Diente","2C","","39","45.9","8/24/2023","6/20/2024 7:22"
"26212","2N-S","69","Diente","2C","","68","52.3","8/30/2023","6/20/2024 7:22"
"20176","30M-S","68","Muela","2C","10550","24","13","5/10/2023","6/20/2024 7:22"
"4242","30M-I","68","Muela","2C","KELASI","71","35.7","9/2/2022","6/20/2024 7:21"
"8016","268-I","69","Diente","2C","ARBOLEDA","24","14.5","11/3/2022","6/20/2024 7:21"
"20346","30M-S","68","Muela","2C","10550","49","26.5","5/13/2023","6/20/2024 7:21"
"37221","3D-I","67","Diente","2C","11074","29","34.1","4/19/2024","6/20/2024 7:21"
"17291","267-S","69","Diente","2C","10543","20","8.6","3/22/2023","6/20/2024 7:21"
"25562","30M-I","68","Muela","2C","","59","29.6","8/17/2023","6/20/2024 7:20"
"16948","268-I","69","Diente","2C","10543","30","18.1","3/14/2023","6/20/2024 7:20"
"30509","267-S","69","Diente","2C","10971","30","12.9","11/22/2023","6/20/2024 7:20"
"30042","3P-I","67","Diente","2C","10971","52","45.6","11/10/2023","6/20/2024 7:20"
"20177","30M-I","68","Muela","2C","10550","15","7.5","5/10/2023","6/20/2024 7:20"
"14182","268-I","69","Diente","2C","","30","18.1","","6/20/2024 7:20"
"37211","267-S","69","Diente","2C","11074","49","21.1","4/18/2024","6/20/2024 7:19"
"37662","267-S","69","Diente","2C","11074","62","26.7","4/27/2024","6/20/2024 7:19"
"9663","2P-S","68","Diente","2C","ARBOLEDA","55","32","12/2/2022","6/20/2024 7:19"
"26063","3M-I","69","Diente","2C","10907","90","116.9","8/28/2023","6/20/2024 7:18"
"37194","3P-I","67","Diente","2C","11074","25","21.9","4/18/2024","6/20/2024 7:18"
"16988","2P-S","68","Diente","2C","10543","43","25","3/14/2023","6/20/2024 7:18"
"37299","3M-S","69","Diente","2C","11078","25","28.1","4/21/2024","6/20/2024 7:18"
"37806","3P-S","67","Diente","2C","11074","26","16.5","5/1/2024","6/20/2024 7:18"
"35051","3N-I","69","Diente","2C","11028","33","40.2","3/2/2024","6/20/2024 7:18"
"26185","3P-I","68","Diente","2C","","79","69.3","8/30/2023","6/20/2024 7:18"
"37545","3P-S","67","Diente","2C","11074","13","8.2","4/25/2024","6/20/2024 7:18"
"37225","3P-S","67","Diente","2C","11074","25","15.8","4/19/2024","6/20/2024 7:17"
"26527","3P-S","68","Diente","2C","10723","46","29.1","9/6/2023","6/20/2024 7:17"
"30271","3M-S","69","Diente","2C","10971","0","0","11/17/2023","6/20/2024 12:17"
"37680","3P-S","67","Diente","2C","11074","119","75.3","4/28/2024","6/20/2024 7:17"
"26323","3N-S","69","Diente","2C","","14","10.4","9/1/2023","6/20/2024 7:17"
"37575","3N-S","69","Diente","2C","11074","72","53.3","4/26/2024","6/20/2024 7:16"
"37447","3M-I","69","Diente","2C","11074","76","98.7","4/23/2024","6/20/2024 7:16"
"37120","3N-S","69","Diente","2C","11074","57","42.2","4/16/2024","6/20/2024 7:16"
"4279","224-S","67","Diente","2C","KELASI","38","31.9","9/2/2022","6/20/2024 7:15"
"37475","3M-S","69","Diente","2C","11074","66","74.2","4/24/2024","6/20/2024 7:15"
"37417","3M-I","69","Diente","2C","11074","75","97.4","4/23/2024","6/20/2024 7:14"
"37810","3N-I","69","Diente","2C","11074","102","124.4","5/1/2024","6/20/2024 7:14"
"37480","2N-I","69","Diente","2C","11074","50","54.3","4/24/2024","6/20/2024 7:14"
"16593","3M-S","69","Diente","2C","10521","18","20.2","3/9/2023","6/20/2024 7:14"
"37479","3M-I","69","Diente","2C","11074","76","98.7","4/24/2024","6/20/2024 7:13"
"36879","A24-S","67","Diente","2C","11074","22","16.7","4/10/2024","6/20/2024 7:13"
"37243","3N-S","69","Diente","2C","11074","63","46.7","4/19/2024","6/20/2024 7:13"
"4315","223-S","67","Diente","2C","KELASI","25","25.8","9/3/2022","6/20/2024 7:13"
"19337","223-S","67","Diente","2C","10550","30","30.9","4/26/2023","6/20/2024 7:12"
"25997","224-S","67","Diente","2C","10907","31","26.1","8/26/2023","6/20/2024 7:12"
"38603","2P-I","68","Diente","2C","","50","46.3","","6/20/2024 7:11"
"27271","223-S","67","Diente","2C","10723","78","80.4","9/22/2023","6/20/2024 7:11"
"31222","1H-S","69","Diente","2C","","48","25.4","12/7/2023","6/20/2024 7:11"
"37815","3P-S","68","Diente","2C","11074","34","21.5","5/1/2024","6/20/2024 7:11"
"16331","3D-S","A3 ZEN","Diente","2C","10542","166","135","3/4/2023","6/20/2024 7:11"
"2870","3P-I","68","Diente","2C","PADILLA","119","104.4","8/11/2022","6/20/2024 7:11"
"27272","4H-S","69","Diente","2C","10723","151","81.2","9/22/2023","6/20/2024 7:10"
"37524","3P-I","68","Diente","2C","11074","109","95.6","4/25/2024","6/20/2024 7:10"
"14188","1H-I","69","Diente","2C","","68","52.7","","6/20/2024 7:10"
"30231","2P-S","68","Diente","2C","10971","13","7.6","11/16/2023","6/20/2024 7:10"
"26102","224-S","68","Diente","2C","","37","31.1","8/29/2023","6/20/2024 7:09"
"37354","A26-I","67","Diente","2C","11074","33","30","4/22/2024","6/20/2024 7:09"
"26569","224-S","68","Diente","2C","","84","70.6","9/7/2023","6/20/2024 7:09"
"37159","A26-I","67","Diente","2C","11074","25","22.7","4/17/2024","6/20/2024 7:09"
"37087","A24-S","68","Diente","2C","11074","23","17.4","4/15/2024","6/20/2024 7:09"
"30243","1H-S","69","Diente","2C","10971","90","47.6","11/16/2023","6/20/2024 7:09"
"37681","A26-I","67","Diente","2C","11074","127","115.5","4/28/2024","6/20/2024 7:09"
"13453","S14-S","B3 PLUS","Diente","4C","","51","28.3","","6/20/2024 7:08"
"26611","4H-S","69","Diente","2C","10723","58","31.2","9/7/2023","6/20/2024 7:08"
"14189","1H-I","69","Diente","2C","","102","79.1","","6/20/2024 7:08"
"26136","224-S","68","Diente","2C","","23","19.3","8/29/2023","6/20/2024 7:08"
"37258","3M-I","67","Diente","2C","11074","40","51.9","4/19/2024","6/20/2024 7:08"
"20179","224-S","68","Diente","2C","10550","16","13.4","5/10/2023","6/20/2024 7:08"
"37174","3P-S","69","Diente","2C","11074","40","25.3","4/17/2024","6/20/2024 7:08"
"37630","3M-S","67","Diente","2C","11074","43","48.3","4/27/2024","6/20/2024 7:07"
"38639","2P-S","69","Diente","2C","","23","13.4","","6/20/2024 7:07"
"20191","3M-I","67","Diente","2C","10550","62","80.5","5/11/2023","6/20/2024 7:07"
"36804","3P-S","69","Diente","2C","11074","37","23.4","4/9/2024","6/20/2024 7:07"
"37353","3M-S","67","Diente","2C","11074","49","55.1","4/22/2024","6/20/2024 7:07"
"37543","3M-S","67","Diente","2C","11074","19","21.3","4/25/2024","6/20/2024 7:06"
"3146","3N-I","68","Diente","2C","PADILLA","85","103.7","8/16/2022","6/20/2024 7:06"
"14308","263-S","67","Diente","2C","","46","38.7","","6/20/2024 7:05"
"26580","266-S","67","Diente","2C","","26","14.1","9/7/2023","6/20/2024 7:05"
"9808","266-S","67","Diente","2C","ARBOLEDA","31","16.8","12/6/2022","6/20/2024 7:04"
"17203","3N-I","68","Diente","2C","10521","18","22","3/19/2023","6/20/2024 7:04"
"16845","263-S","67","Diente","2C","10543","18","15.1","3/12/2023","6/20/2024 7:04"
"37629","264-S","67","Diente","2C","11074","94","64.4","4/27/2024","6/20/2024 7:04"
"26241","3N-S","68","Diente","2C","10723","76","56.3","8/31/2023","6/20/2024 7:04"
"37189","266-S","67","Diente","2C","11074","48","25.9","4/18/2024","6/20/2024 7:03"
"37226","264-S","67","Diente","2C","11074","40","27.4","4/19/2024","6/20/2024 7:03"
"26101","3N-S","68","Diente","2C","10907","34","25.2","8/29/2023","6/20/2024 7:03"
"15731","2P-I","69","Diente","2C","10531","38","35.2","2/21/2023","6/20/2024 7:03"
"30529","3N-S","68","Diente","2C","10971","40","29.6","11/23/2023","6/20/2024 7:03"
"30212","266-S","67","Diente","2C","","68","36.8","11/16/2023","6/20/2024 7:03"
"30177","3P-I","69","Diente","2C","","24","21.1","11/15/2023","6/20/2024 7:02"
"37153","266-S","67","Diente","2C","11074","29","15.7","4/17/2024","6/20/2024 7:02"
"34910","3N-I","68","Diente","2C","11028","31","37.8","2/28/2024","6/20/2024 7:02"
"36802","3N-S","68","Diente","2C","11074","48","35.6","4/9/2024","6/20/2024 7:01"
"34949","3N-I","68","Diente","2C","11028","42","51.2","2/29/2024","6/20/2024 7:01"
"36880","A25-S","67","Diente","2C","11074","50","40.7","4/10/2024","6/20/2024 7:01"
"20404","3N-I","68","Diente","2C","10550","26","31.7","5/15/2023","6/20/2024 7:01"
"7954","2P-S","69","Diente","2C","ARBOLEDA","41","23.8","11/2/2022","6/20/2024 7:01"
"37297","A25-I","67","Diente","2C","11074","20","18.2","4/20/2024","6/20/2024 7:00"
"30507","2P-S","69","Diente","2C","10971","22","12.8","11/22/2023","6/20/2024 7:00"
"26530","1H-S","68","Diente","2C","","54","28.6","9/6/2023","6/20/2024 7:00"
"36897","A25-S","67","Diente","2C","11074","44","35.8","4/11/2024","6/20/2024 7:00"
"26238","4H-I","68","Diente","2C","10907","47","39.8","8/31/2023","6/20/2024 7:00"
"26311","A25-I","67","Diente","2C","","57","51.8","9/1/2023","6/20/2024 6:59"
"26550","4H-S","68","Diente","2C","","35","18.8","9/6/2023","6/20/2024 6:59"
"14303","1H-I","68","Diente","2C","","32","24.8","","6/20/2024 6:59"
"30276","2D-S","69","Diente","2C","10971","0","0","11/17/2023","6/20/2024 12:00"
"14132","2D-S","69","Diente","2C","","13","10.9","","6/20/2024 6:59"
"26592","1H-S","68","Diente","2C","10926","55","29.1","9/7/2023","6/20/2024 6:59"
"26612","2D-I","69","Diente","2C","10723","34","41","9/7/2023","6/20/2024 6:58"
"20907","2D-S","69","Diente","2C","","13","10.9","5/25/2023","6/20/2024 6:58"
"37090","3M-I","68","Diente","2C","11074","16","20.8","4/15/2024","6/20/2024 6:58"
"14190","1H-S","69","Diente","2C","","31","16.4","","6/20/2024 12:11"
"26186","3M-S","68","Diente","2C","10723","46","51.7","8/30/2023","6/20/2024 6:57"
"37780","3M-S","68","Diente","2C","11074","108","121.3","4/30/2024","6/20/2024 6:57"
"37717","2D-I","69","Diente","2C","11074","13","15.7","4/29/2024","6/20/2024 6:57"
"30470","2P-S","67","Diente","2C","","32","18.6","11/22/2023","6/20/2024 6:57"
"26319","3M-I","68","Diente","2C","","32","41.6","9/1/2023","6/20/2024 6:57"
"26153","2D-S","69","Diente","2C","","13","10.9","8/30/2023","6/20/2024 6:57"
"14603","2P-S","67","Diente","2C","KELASI","62","36","1/29/2023","6/20/2024 6:57"
"14310","3M-S","68","Diente","2C","","16","18","","6/20/2024 6:57"
"30035","3M-S","66","Diente","2C","10971","24","27","11/10/2023","6/20/2024 6:56"
"30070","2P-S","67","Diente","2C","10971","35","20.3","11/11/2023","6/20/2024 6:56"
"37175","3D-I","69","Diente","2C","11074","13","15.3","4/17/2024","6/20/2024 6:56"
"20908","3D-S","69","Diente","2C","","13","10.6","5/25/2023","6/20/2024 6:56"
"14328","2P-S","67","Diente","2C","","31","18","","6/20/2024 6:56"
"26525","2P-S","67","Diente","2C","","18","10.5","9/6/2023","6/20/2024 6:56"
"26743","3D-S","69","Diente","2C","10723","91","74","9/11/2023","6/20/2024 6:55"
"37106","266-S","68","Diente","2C","11074","24","13","4/16/2024","6/20/2024 6:55"
"37706","135-S","67","Diente","2C","11074","41","25.6","4/29/2024","6/20/2024 6:55"
"30526","135-S","67","Diente","2C","10971","35","21.9","11/23/2023","6/20/2024 6:54"
"16024","266-S","68","Diente","2C","","30","16.2","","6/20/2024 6:54"
"26216","PU3-S","66","Muela","2C","","13","3.5","8/30/2023","6/20/2024 6:54"
"37291","4H-I","68","Diente","2C","11074","19","16.1","4/20/2024","6/20/2024 6:54"
"17214","266-S","68","Diente","2C","10543","18","9.7","3/20/2023","6/20/2024 6:54"
"17057","31Z-I","66","Muela","2C","10521","34","15.2","3/16/2023","6/20/2024 6:54"
"37712","135-S","67","Diente","2C","11074","26","16.3","4/29/2024","6/20/2024 6:54"
"36224","31Z-S","66","Muela","2C","11028","87","44.2","3/25/2024","6/20/2024 6:54"
"37655","135-S","67","Diente","2C","11074","17","10.6","4/27/2024","6/20/2024 6:54"
"37757","135-S","67","Diente","2C","11074","49","30.6","4/30/2024","6/20/2024 6:53"
"37105","264-S","68","Diente","2C","11074","35","24","4/16/2024","6/20/2024 6:53"
"37539","135-S","67","Diente","2C","11074","33","20.6","4/25/2024","6/20/2024 6:53"
"34811","31Z-I","66","Muela","2C","11028","59","26.3","2/26/2024","6/20/2024 6:53"
"9784","263-S","68","Diente","2C","ARBOLEDA","87","73.1","12/5/2022","6/20/2024 6:53"
"17781","264-S","68","Diente","2C","10543","41","28.1","3/31/2023","6/20/2024 6:52"
"37805","3N-S","67","Diente","2C","11074","153","113.3","5/1/2024","6/20/2024 6:52"
"21130","A25-I","66","Diente","2C","","17","15.5","5/29/2023","6/20/2024 6:51"
"35007","A25-I","66","Diente","2C","11028","29","26.4","3/1/2024","6/20/2024 6:51"
"15130","A25-S","66","Diente","2C","KELASI","38","30.9","2/9/2023","6/20/2024 6:51"
"34855","3N-I","67","Diente","2C","11028","29","35.4","2/27/2024","6/20/2024 6:51"
"7810","263-S","68","Diente","2C","ARBOLEDA","40","33.6","10/31/2022","6/20/2024 6:51"
"21624","A26-I","66","Diente","2C","10550","34","30.9","6/6/2023","6/20/2024 6:51"
"17058","A25-I","66","Diente","2C","10521","22","20","3/16/2023","6/20/2024 6:51"
"30411","3N-I","67","Diente","2C","10981","17","20.7","11/20/2023","6/20/2024 6:50"
"37231","A25-I","66","Diente","2C","11074","26","23.6","4/19/2024","6/20/2024 6:50"
"30783","3N-I","67","Diente","2C","10981","36","43.9","11/29/2023","6/20/2024 6:50"
"37293","264-S","68","Diente","2C","11074","16","11","4/20/2024","6/20/2024 6:50"
"37200","A25-I","66","Diente","2C","11074","79","71.8","4/18/2024","6/20/2024 6:50"
"34812","A25-S","66","Diente","2C","11028","19","15.4","2/26/2024","6/20/2024 6:50"
"26350","A25-I","66","Diente","2C","","25","22.7","9/2/2023","6/20/2024 6:50"
"15133","A25-I","66","Diente","2C","KELASI","37","33.6","2/9/2023","6/20/2024 6:49"
"30222","135-S","68","Diente","2C","10971","51","31.9","11/16/2023","6/20/2024 6:49"
"30071","2D-S","67","Diente","2C","10971","54","45.4","11/11/2023","6/20/2024 6:49"
"37069","135-S","68","Diente","2C","11074","16","10","4/15/2024","6/20/2024 6:49"
"30048","2D-I","67","Diente","2C","10971","47","56.6","11/10/2023","6/20/2024 6:49"
"30168","2D-S","67","Diente","2C","10971","81","68.1","11/15/2023","6/20/2024 6:48"
"17341","137-I","68","Diente","2C","10521","50","36.2","3/21/2023","6/20/2024 6:48"
"26267","32L-I","81","Muela","2C","10723","29","10.8","8/31/2023","6/20/2024 6:47"
"37313","266-S","67","Diente","2C","11074","23","12.4","4/21/2024","6/20/2024 6:47"
"37236","34L-S","66","Muela","2C","11074","73","24.7","4/19/2024","6/20/2024 6:47"
"37501","267-S","67","Diente","2C","11074","54","23.3","4/25/2024","6/20/2024 6:47"
"4351","34M-I","66","Muela","2C","KELASI","80","31.6","9/3/2022","6/20/2024 6:46"
"37152","267-S","67","Diente","2C","11074","23","9.9","4/17/2024","6/20/2024 6:46"
"17218","34M-S","66","Muela","2C","10521","130","57","3/20/2023","6/20/2024 6:46"
"37440","136-I","68","Diente","2C","11074","134","97.1","4/23/2024","6/20/2024 6:46"
"14237","268-I","67","Diente","2C","","44","26.5","","6/20/2024 6:46"
"17125","34M-S","66","Muela","2C","10521","81","35.5","3/17/2023","6/20/2024 6:45"
"30588","267-S","67","Diente","2C","10971","35","15.1","11/24/2023","6/20/2024 6:45"
"35039","PF-I","66","Muela","2C","11028","81","27.1","3/2/2024","6/20/2024 6:45"
"35004","32M-S","66","Muela","2C","11028","65","33.2","3/1/2024","6/20/2024 6:45"
"36882","268-S","67","Diente","2C","11074","59","22.3","4/10/2024","6/20/2024 6:45"
"34778","PF-S","66","Muela","2C","11028","122","43.7","2/24/2024","6/20/2024 6:44"
"17475","268-I","67","Diente","2C","10543","37","22.3","3/25/2023","6/20/2024 6:44"
"37315","268-S","67","Diente","2C","11074","1","0.4","4/21/2024","6/20/2024 11:48"
"36228","32M-I","66","Muela","2C","11028","76","32.8","3/25/2024","6/20/2024 6:44"
"37190","268-S","67","Diente","2C","11074","13","4.9","4/18/2024","6/20/2024 6:44"
"34779","PF-I","66","Muela","2C","11028","62","20.7","2/24/2024","6/20/2024 6:43"
"36034","32M-I","66","Muela","2C","11028","118","50.9","3/21/2024","6/20/2024 6:43"
"35063","137-I","68","Diente","2C","11028","48","34.8","3/2/2024","6/20/2024 6:42"
"16926","32M-I","66","Muela","2C","10521","26","11.2","3/14/2023","6/20/2024 6:42"
"25869","34L-I","69","Muela","2C","10907","86","26.5","8/24/2023","6/20/2024 6:42"
"25797","137-S","66","Diente","2C","","39","20.4","8/23/2023","6/20/2024 6:42"
"36401","32M-I","66","Muela","2C","11028","101","43.5","3/27/2024","6/20/2024 6:42"
"38638","136-S","68","Diente","2C","","21","11.2","","6/20/2024 6:42"
"25860","32M-I","66","Muela","2C","10907","134","57.8","8/24/2023","6/20/2024 6:42"
"37255","137-S","66","Diente","2C","11074","28","14.7","4/19/2024","6/20/2024 6:41"
"14292","2P-S","66","Diente","2C","","39","22.7","","6/20/2024 6:40"
"7644","2P-S","66","Diente","2C","ARBOLEDA","53","30.8","10/27/2022","6/20/2024 6:40"
"3090","3D-I","65","Diente","2C","PADILLA","17","20","8/16/2022","6/20/2024 11:40"
"17412","1H-I","67","Diente","2C","10543","78","60.5","3/24/2023","6/20/2024 6:39"
"37233","3P-S","66","Diente","2C","11074","73","46.2","4/19/2024","6/20/2024 6:39"
"25834","3P-I","66","Diente","2C","10907","18","15.8","8/23/2023","6/20/2024 6:39"
"30036","2P-S","66","Diente","2C","10971","33","19.2","11/10/2023","6/20/2024 6:39"
"14294","2P-I","66","Diente","2C","","42","38.9","","6/20/2024 6:39"
"27393","2P-I","66","Diente","2C","10723","34","31.5","9/25/2023","6/20/2024 6:38"
"34889","3D-I","68","Diente","2C","11028","13","15.3","2/28/2024","6/20/2024 6:38"
"10132","1H-I","67","Diente","2C","ARBOLEDA","43","33.3","12/13/2022","6/20/2024 11:40"
"37525","2D-S","68","Diente","2C","11074","31","26.1","4/25/2024","6/20/2024 6:38"
"4112","4H-I","67","Diente","2C","KELASI","24","20.3","8/31/2022","6/20/2024 6:37"
"26513","3D-I","66","Diente","2C","10907","78","91.8","9/6/2023","6/20/2024 6:37"
"37526","3D-S","68","Diente","2C","11074","90","73.2","4/25/2024","6/20/2024 6:37"
"25943","4H-I","67","Diente","2C","10907","42","35.6","8/25/2023","6/20/2024 6:37"
"36801","3D-S","68","Diente","2C","11074","27","22","4/9/2024","6/20/2024 6:37"
"26098","2D-S","68","Diente","2C","","65","54.6","8/29/2023","6/20/2024 6:36"
"21132","2D-S","66","Diente","2C","10550","59","49.6","5/29/2023","6/20/2024 6:36"
"16885","1H-I","67","Diente","2C","10543","19","14.7","3/13/2023","6/20/2024 6:35"
"30044","1H-S","67","Diente","2C","10971","28","14.8","11/10/2023","6/20/2024 11:41"
"37155","4H-I","67","Diente","2C","11074","11","9.3","4/17/2024","6/20/2024 11:40"
"26248","4H-S","67","Diente","2C","","19","10.2","8/31/2023","6/20/2024 11:40"
"14263","263-S","66","Diente","2C","","39","32.8","","6/20/2024 6:34"
"30133","267-S","66","Diente","2C","10971","13","5.6","11/14/2023","6/20/2024 6:34"
"30040","263-S","66","Diente","2C","","101","84.9","11/10/2023","6/20/2024 6:33"
"16876","264-S","66","Diente","2C","10543","27","18.5","3/13/2023","6/20/2024 6:33"
"14170","XV-I","D3 ZEN","Muela","2C","","157","74.4","","6/20/2024 11:33"
"14770","S32-S","A2 PLUS","Diente","4C","ARBOLEDA","62","35","2/1/2023","6/20/2024 6:33"
"14251","264-S","66","Diente","2C","","29","19.9","","6/20/2024 6:31"
"15935","263-S","66","Diente","2C","10531","49","41.2","2/25/2023","6/20/2024 6:31"
"21589","2D-S","66","Diente","2C","10550","36","30.3","6/5/2023","6/20/2024 11:38"
"26764","2D-S","66","Diente","2C","10723","57","47.9","9/12/2023","6/20/2024 11:36"
"38673","10M-I","D3 ZEN","Muela","2C","","74","45.7","","6/20/2024 11:31"
"13878","1N-I","C3 ZEN","Diente","2C","","217","206.7","","6/20/2024 6:30"
"29010","2P-I","C3","Diente","2C","","65","60.2","10/24/2023","6/20/2024 6:29"
"38667","MV-I","D3 ZEN","Muela","2C","","48","25.1","","6/20/2024 6:29"
"21174","2D-S","66","Diente","2C","10550","60","50.4","5/30/2023","6/20/2024 6:29"
"15077","2D-S","66","Diente","2C","10521","5","4.2","2/8/2023","6/20/2024 11:35"
"12905","Z30-I","B3","Muela","2C","","87","41","","6/20/2024 6:29"
"17222","3D-I","66","Diente","2C","10543","88","103.5","3/20/2023","6/20/2024 6:29"
"31063","MV-I","D3","Muela","2C","10990","98","51.3","12/4/2023","6/20/2024 6:29"
"30066","2D-I","66","Diente","2C","10971","24","28.9","11/11/2023","6/20/2024 11:37"
"29692","10M-I","D3 ZEN","Muela","2C","","76","46.9","11/3/2023","6/20/2024 6:28"
"13886","1N-S","C3 ZEN","Diente","2C","","57","38.8","","6/20/2024 6:28"
"14166","XV-I","D3 ZEN","Muela","2C","","47","22.3","","6/20/2024 6:28"
"13889","3D-S","C3 ZEN","Diente","2C","","80","65","","6/20/2024 6:28"
"29858","MV-I","C3 ZEN","Muela","2C","","44","23","11/8/2023","6/20/2024 6:28"
"13901","2P-S","C3 ZEN","Diente","2C","","101","58.7","","6/20/2024 6:27"
"13893","3N-I","C3 ZEN","Diente","2C","","50","61","","6/20/2024 6:27"
"13965","MV-S","D3 ZEN","Muela","2C","","131","66.2","","6/20/2024 6:27"
"13876","3N-I","C3 ZEN","Diente","2C","","161","196.3","","6/20/2024 6:26"
"13883","3P-I","C3 ZEN","Diente","2C","","50","43.9","","6/20/2024 6:26"
"30348","32L-I","66","Muela","2C","","61","22.7","11/18/2023","6/20/2024 11:26"
"37235","32L-I","66","Muela","2C","11074","184","68.4","4/19/2024","6/20/2024 6:25"
"13937","267-S","C3 ZEN","Diente","2C","","105","45.3","","6/20/2024 6:25"
"38675","XV-S","D3 ZEN","Muela","2C","","146","73","","6/20/2024 6:25"
"37199","32L-S","66","Muela","2C","11074","50","20.4","4/18/2024","6/20/2024 6:25"
"29857","136-S","C3 ZEN","Diente","2C","10936-10712","185","98.9","11/8/2023","6/20/2024 6:25"
"13958","Z30-S","D3 ZEN","Muela","2C","","130","68.4","","6/20/2024 6:25"
"12924","V8-I","D3","Muela","2C","","69","23.3","","6/20/2024 6:25"
"13934","1N-S","C3 ZEN","Diente","2C","","63","42.9","","6/20/2024 6:24"
"26827","30L-I","66","Muela","2C","","49","21.5","9/14/2023","6/20/2024 6:24"
"3378","21J-S","C3 ZEN","Diente","2C","ZENITH","21","7.8","8/19/2022","6/20/2024 6:24"
"13956","V8-S","D3 ZEN","Muela","2C","","82","27.2","","6/20/2024 6:24"
"26514","PU3-I","66","Muela","2C","10907","192","51.8","9/6/2023","6/20/2024 6:24"
